PacketNumber,Timestamp,Temperature,Pressure,AltitudePressure,Humidity,GPSFix,Latitude,Longitude,AltitudeGPS,SpeedKnots,Angle,ax,ay,az,gx,gy,gz,mx,my,mz,Magheading,yaw,roll,pitch,flightStage,RSSI
1566,719.5,29.3,947.1,580.6,39,1,50.48394,6.18182,556.0,1.370,3,-7.7662,-4.1159,-0.2409,-0.0483,-0.0199,-0.0516,-65.4884,39.0343,33.6833,203,325,91,61,1,-91
1567,720.0,29.0,946.6,584.4,39,1,50.48394,6.18182,556.0,1.370,3,-8.1839,-5.0863,-0.0707,-0.0341,-0.0173,0.1566,-64.2765,39.6289,32.7132,203,327,92,61,1,-86
1568,720.4,29.3,947.0,581.0,40,1,50.48394,6.18182,556.0,1.370,3,-7.9366,-4.1775,0.1230,-0.0142,-0.0110,0.0506,-64.0153,39.8353,32.9495,203,329,92,60,1,-83
1569,720.9,29.1,946.6,584.4,39,1,50.48394,6.18182,556.0,1.370,3,-7.7426,-4.5223,-0.1165,-0.0192,-0.0140,-0.0146,-63.1646,40.4939,32.2719,201,330,93,59,1,-83
1570,721.3,29.3,947.0,581.0,40,1,50.48394,6.18182,556.0,1.370,3,-7.9177,-5.8624,0.0185,-0.0160,-0.0290,-0.0001,-62.3255,41.1046,32.5386,201,331,93,59,1,-90
1571,721.8,29.1,946.7,584.2,39,1,50.48394,6.18182,556.0,1.200,3,-7.9970,-4.4382,0.0161,-0.0163,0.0017,0.0386,-62.4592,41.6413,32.4460,201,331,92,59,1,-82
1572,722.2,29.3,947.1,580.6,39,1,50.48394,6.18182,556.0,1.200,3,-8.2041,-4.6479,0.3014,0.0030,0.0073,0.0438,-62.2164,42.6855,32.0870,200,331,91,59,1,-80
1573,722.6,29.1,946.7,583.8,39,1,50.48395,6.18182,556.0,0.760,3,-8.3212,-4.9145,0.3084,0.0242,0.0169,-0.0040,-62.5480,42.7654,32.2763,199,330,90,58,1,-84
1574,723.1,29.3,947.1,580.7,39,1,50.48395,6.18182,556.0,0.760,3,-8.1106,-4.6052,0.2920,0.0313,0.0302,0.0701,-62.0747,42.9615,31.3043,197,329,89,58,1,-87
1575,723.5,29.0,946.6,584.7,39,1,50.48395,6.18182,556.0,0.230,3,-8.2159,-4.4109,0.4587,0.0491,0.0350,0.0063,-61.2889,43.6960,31.3782,197,328,89,57,1,-82
1576,724.0,29.3,947.0,580.8,40,1,50.48395,6.18182,556.0,0.230,3,-7.7544,-4.7486,0.3800,0.0513,0.0402,-0.0503,-61.6640,44.6225,31.6210,197,327,88,58,1,-87
1577,724.4,29.0,946.6,584.8,39,1,50.48395,6.18182,556.0,0.110,3,-8.1839,-5.3494,0.3295,0.0562,0.0421,0.0291,-61.3217,43.6539,31.1570,196,326,88,57,1,-84
1578,724.9,29.3,947.0,580.8,40,1,50.48395,6.18182,556.0,0.110,3,-8.4431,-4.6455,0.1077,0.0729,0.0484,0.0409,-61.6561,43.9414,31.5220,196,325,88,57,1,-97
1579,725.3,29.1,946.6,584.3,39,1,50.48395,6.18182,556.0,0.200,3,-8.4632,-4.7676,0.0643,0.0950,0.0793,0.0063,-61.9417,43.7726,31.7869,197,323,89,58,1,-92
1580,725.7,29.6,947.4,577.8,38,1,50.48395,6.18182,556.0,0.200,3,-8.3780,-4.7237,-0.1670,0.1117,0.0948,-0.0213,-62.2598,44.3668,32.2238,197,321,89,58,1,-96
1581,726.2,29.1,946.6,584.2,39,1,50.48395,6.18182,556.0,0.200,3,-8.0763,-4.8683,0.2650,0.0959,0.0726,-0.0611,-62.3178,44.3925,32.0906,198,319,89,58,1,-90
1582,726.6,29.5,947.3,578.4,40,1,50.48396,6.18182,556.0,0.310,3,-8.1378,-4.8268,0.2497,0.0576,0.0480,0.0547,-62.1644,43.5879,32.9225,198,318,89,58,1,-84
1583,727.1,29.4,947.0,581.0,40,1,50.48396,6.18182,556.0,0.310,3,-7.6041,-4.2249,0.1852,0.0219,0.0271,0.0752,-61.8936,43.8295,31.9933,198,319,89,58,1,-95
1584,727.5,29.5,947.1,580.0,38,1,50.48396,6.18182,556.0,0.570,3,-8.3815,-4.2178,-0.0062,0.0155,0.0232,0.0818,-61.4277,43.9443,32.9689,198,320,90,58,1,-84
1585,728.0,29.4,947.0,580.7,40,1,50.48396,6.18182,556.0,0.570,3,-8.1603,-4.3469,0.1758,-0.0006,0.0113,0.0276,-61.3755,43.5140,33.2079,198,321,90,58,1,-86
1586,728.4,29.4,947.0,581.0,38,1,50.48396,6.18182,556.0,0.690,3,-8.1579,-5.2771,0.3166,-0.0116,0.0006,0.0453,-61.1413,44.3318,33.4108,199,322,90,59,1,-88
1587,728.8,29.4,947.1,580.5,40,1,50.48396,6.18182,556.0,0.690,3,-7.7402,-4.5614,0.2216,0.0070,0.0010,-0.0157,-60.8106,44.5751,32.6736,197,323,90,58,1,-92
1588,729.3,29.1,946.6,584.3,40,1,50.48396,6.18182,556.0,0.690,3,-8.0940,-4.6443,0.2016,-0.0062,-0.0004,0.0071,-60.6342,44.8766,32.5991,198,324,90,58,1,-107
1589,729.7,29.4,947.1,580.6,39,1,50.48397,6.18182,556.0,0.920,3,-8.1757,-5.2664,0.3871,0.0055,0.0057,-0.0038,-60.0503,45.3924,32.6583,197,325,90,58,1,-99
1590,730.2,29.1,946.6,584.6,39,1,50.48397,6.18182,556.0,0.920,3,-7.6929,-4.7617,0.1535,0.0122,0.0160,-0.0159,-59.8807,45.8615,32.4204,197,326,90,57,1,-90
1591,730.6,29.4,947.0,580.8,38,1,50.48397,6.18182,556.0,0.980,3,-7.5864,-5.1942,0.3988,0.0172,0.0173,0.0614,-59.7675,45.5640,31.8772,196,326,90,57,1,-96
1592,731.1,29.1,946.6,584.5,40,1,50.48397,6.18182,556.0,0.980,3,-8.0881,-4.4026,0.0255,0.0699,0.0323,0.0107,-60.3908,45.8614,32.8747,197,325,90,58,1,-89
1593,731.5,29.4,947.0,580.9,40,1,50.48397,6.18182,556.0,0.870,3,-7.8503,-5.2404,0.1312,0.1318,0.0930,-0.0627,-60.5920,45.9497,32.7402,199,323,90,59,1,-88
1594,731.9,29.1,946.6,584.3,39,1,50.48397,6.18182,556.0,0.870,3,-7.6136,-4.3908,0.1171,0.1559,0.1258,0.0863,-61.3763,45.1696,33.3452,196,320,89,57,1,-90
1595,732.4,29.4,947.0,581.3,39,1,50.48399,6.18182,556.0,0.620,3,-8.4620,-4.3671,-0.1799,0.1921,0.1345,0.0414,-63.6436,43.7004,34.4914,196,316,90,57,1,-94
1596,732.8,29.1,946.6,584.3,39,1,50.48399,6.18182,556.0,0.620,3,-8.2052,-4.8588,0.1018,0.2297,0.1606,0.0041,-64.7789,42.7112,34.5499,197,311,90,57,1,-93
1597,733.3,29.4,947.1,580.5,39,1,50.48399,6.18182,556.0,0.620,3,-8.2952,-4.5922,0.0877,0.2362,0.1809,0.0067,-66.5693,40.6586,34.7732,197,306,90,57,1,-93
1598,733.7,29.1,946.7,583.9,39,1,50.48399,6.18182,556.0,0.590,3,-8.2561,-4.3991,0.1335,0.2728,0.1926,0.0269,-68.0085,39.1371,35.2166,199,301,91,58,1,-88
1599,734.2,29.4,947.0,580.9,40,1,50.48399,6.18182,556.0,0.590,3,-8.1402,-4.8766,0.2814,0.2940,0.2037,0.0499,-69.3785,37.3747,34.5999,199,295,91,58,1,-89
1600,734.6,29.1,946.6,584.4,39,1,50.48399,6.18182,556.0,0.790,3,-8.1733,-4.5602,0.4188,0.3132,0.2147,0.0158,-71.1533,34.6633,33.3523,202,289,92,59,1,-93
1601,735.0,29.4,947.0,580.9,38,1,50.48399,6.18182,556.0,0.790,3,-8.1295,-4.5744,0.1018,0.3064,0.2185,0.0289,-73.4092,32.0271,31.8211,203,282,93,59,1,-89
1602,735.5,29.1,946.7,584.1,39,1,50.48399,6.18182,556.0,0.590,3,-8.0987,-4.9299,0.2673,0.3074,0.2187,0.0388,-74.6179,30.5805,30.9231,205,276,93,61,1,-95
1603,735.9,29.4,947.0,581.0,40,1,50.48399,6.18182,556.0,0.590,3,-7.7733,-4.8446,0.1159,0.3003,0.2100,0.0372,-75.5093,29.0970,29.5109,209,270,92,63,1,-96
1604,736.4,29.2,946.7,584.1,39,1,50.48399,6.18183,556.0,0.820,3,-7.8905,-4.8920,-0.0472,0.1969,0.1473,0.0456,-76.0374,28.1480,27.8320,212,266,93,64,1,-104
1605,736.8,29.4,947.0,581.1,39,1,50.48399,6.18183,556.0,0.820,3,-8.1106,-5.0235,0.0596,0.1088,0.0759,0.0393,-75.4645,27.1220,27.2369,216,266,94,66,1,-106
1606,737.3,29.2,946.7,584.0,39,1,50.48399,6.18183,556.0,0.820,3,-8.2052,-4.8363,0.1100,0.0288,0.0295,0.0280,-75.0677,25.8089,26.6278,217,269,96,66,1,-97
1607,737.7,29.4,947.1,580.5,39,1,50.48399,6.18183,556.0,0.740,3,-7.8810,-4.9903,0.2028,0.0097,0.0149,0.0180,-73.5602,26.1381,25.9562,219,274,98,67,1,-95
1608,738.1,29.2,946.7,584.0,39,1,50.48399,6.18183,556.0,0.740,3,-8.1307,-4.7936,0.0373,0.0147,0.0114,-0.0184,-73.4071,25.2751,27.2605,220,279,100,68,1,-95
1609,738.6,29.4,947.1,580.6,38,1,50.48399,6.18183,556.0,0.450,3,-8.2230,-4.4334,0.0772,0.0569,0.0444,0.0607,-73.6455,24.9005,27.4089,220,282,101,68,1,-96
1610,739.0,29.2,946.6,584.4,39,1,50.48399,6.18183,556.0,0.450,3,-8.1638,-4.8766,0.1018,0.1281,0.0933,0.0455,-74.2320,24.3726,27.0252,222,282,100,69,1,-100
1611,739.5,29.4,947.0,580.9,39,1,50.48399,6.18183,556.0,0.150,3,-8.0644,-4.3647,0.2098,0.2181,0.1462,0.0382,-74.8374,23.5699,25.8465,221,278,98,69,1,-106
1612,739.9,29.2,946.6,584.4,39,1,50.48399,6.18183,556.0,0.150,3,-8.3472,-4.7996,0.1453,0.2479,0.1734,0.0364,-75.4646,22.7149,23.9304,224,271,96,70,1,-105
1613,740.4,29.6,947.3,578.5,40,1,50.48399,6.18183,556.0,0.100,3,-8.0964,-4.5875,0.1828,0.2612,0.1885,0.0342,-75.5016,21.6814,21.8124,226,265,94,71,1,-99
1614,740.8,29.5,947.1,580.6,40,1,50.48399,6.18183,556.0,0.100,3,-8.0869,-4.8375,0.2662,0.2423,0.1645,-0.0060,-75.8536,21.8836,19.9505,229,258,92,72,1,-92
1615,741.2,29.5,947.2,579.8,39,1,50.48399,6.18183,556.0,0.100,3,-7.7852,-4.6183,0.2216,0.1958,0.1327,0.0388,-75.8275,21.5374,17.4746,231,255,92,73,1,-99
1616,741.7,29.5,947.1,580.5,40,1,50.48397,6.18183,556.0,0.100,3,-8.2762,-4.4962,0.0619,0.2250,0.1518,-0.0152,-75.1386,22.0127,15.8088,233,250,91,73,1,-100
1617,742.1,29.5,947.1,580.3,38,1,50.48397,6.18183,556.0,0.100,3,-7.9757,-4.9832,0.2873,0.1977,0.1396,-0.0072,-75.6315,22.2311,14.7573,236,246,90,74,1,-96
1618,742.6,29.5,947.0,581.1,39,1,50.48399,6.18183,556.0,0.190,3,-7.7899,-4.7984,0.0807,0.1921,0.1392,0.0212,-75.0635,22.6893,12.6041,237,243,90,74,1,-97
1619,743.0,29.2,946.6,584.5,39,1,50.48399,6.18183,556.0,0.190,3,-8.1709,-4.4571,0.4234,0.2012,0.1425,0.0558,-74.8040,23.0155,9.0044,241,240,91,75,1,-97
1620,743.5,29.5,947.0,580.8,39,1,50.48399,6.18183,556.0,0.690,3,-8.3212,-4.7877,0.3941,0.1975,0.1457,-0.0427,-73.8988,23.6078,8.2095,244,237,90,76,1,-111
1621,743.9,29.2,946.6,584.2,38,1,50.48399,6.18183,556.0,0.690,3,-7.4444,-4.7747,0.2004,0.1906,0.1235,0.0187,-74.5221,23.7892,5.2250,247,234,91,76,1,-93
1622,744.3,29.5,947.0,580.7,38,1,50.48397,6.18183,556.0,0.450,3,-8.0585,-4.8316,0.5232,0.1730,0.1150,0.0268,-73.6256,24.1552,4.9626,249,233,92,77,1,-95
1623,744.8,29.2,946.6,584.3,39,1,50.48397,6.18183,556.0,0.450,3,-7.6515,-5.2333,0.4129,0.1517,0.1023,0.0091,-73.3288,24.9582,3.4547,252,233,95,78,1,-95
1624,745.2,29.5,947.0,581.1,38,1,50.48397,6.18183,556.0,0.450,3,-8.2407,-4.9607,0.7063,0.1176,0.0807,0.0035,-73.4968,25.3956,3.4068,254,234,96,79,1,-90
1625,745.7,29.2,946.6,584.5,38,1,50.48399,6.18183,556.0,0.250,3,-8.0952,-4.6029,0.5702,0.0811,0.0606,0.0089,-73.4805,25.4975,2.7720,256,238,98,79,1,-89
1626,746.1,29.5,947.0,580.8,38,1,50.48399,6.18183,556.0,0.250,3,-8.0727,-4.8458,0.4129,0.0667,0.0508,0.0272,-73.3101,25.9804,2.5635,255,243,103,79,1,-95
1627,746.6,29.2,946.6,584.4,39,1,50.48397,6.18182,556.0,0.290,3,-8.0999,-4.7190,0.5561,0.0602,0.0470,0.0337,-73.5911,25.7050,2.0472,255,249,107,79,1,-100
1628,747.0,29.5,947.1,580.7,41,1,50.48397,6.18182,556.0,0.290,3,-7.5899,-4.4879,0.1547,0.0573,0.0662,0.0064,-72.9905,25.9853,2.0491,255,255,112,78,1,-94
1629,747.4,29.2,946.6,584.3,39,1,50.48399,6.18182,556.0,0.510,3,-8.2242,-4.6491,0.6570,0.0627,0.0420,-0.0029,-72.8637,26.1434,2.2849,256,260,115,79,1,-94
1630,747.9,29.5,947.0,581.1,40,1,50.48399,6.18182,556.0,0.510,3,-7.8716,-4.8967,0.2415,0.0557,0.0592,-0.0362,-73.7216,26.0191,1.9855,256,261,113,80,1,-110
1631,748.3,29.2,946.6,584.3,39,1,50.48399,6.18182,556.0,0.180,3,-8.0893,-4.7782,0.4845,0.0583,0.0397,-0.0056,-73.4906,25.1118,1.9925,255,262,112,78,1,-95
1632,748.8,29.5,947.0,580.7,37,1,50.48399,6.18182,556.0,0.180,3,-8.0656,-4.5282,0.2568,0.0572,0.0390,0.0102,-73.3362,25.7709,2.4614,254,266,113,78,1,-96
1633,749.2,29.2,946.6,584.2,39,1,50.48399,6.18182,556.0,0.180,3,-8.1023,-4.7451,0.4458,0.0480,0.0406,0.0212,-73.1902,25.8965,1.2666,254,269,115,77,1,-95
1634,749.7,29.5,947.1,580.4,38,1,50.48397,6.18182,556.0,0.140,3,-8.0928,-4.7391,0.2544,0.0522,0.0354,0.0262,-72.9221,26.4037,2.5042,252,271,114,77,1,-105
1635,750.1,29.2,946.6,584.5,39,1,50.48397,6.18182,556.0,0.140,3,-8.1129,-4.7628,0.4129,0.0496,0.0399,0.0286,-73.0988,25.9123,1.7244,252,274,114,76,1,-104
1636,750.5,29.5,947.1,580.6,41,1,50.48397,6.18182,556.0,0.320,3,-8.1236,-4.6870,0.3237,0.0518,0.0410,0.0268,-72.9800,25.6532,1.8004,251,276,115,76,1,-106
1637,751.0,29.2,946.6,584.4,39,1,50.48397,6.18182,556.0,0.320,3,-8.1082,-4.7273,0.3859,0.0525,0.0400,0.0212,-73.2730,25.8868,2.2250,250,279,114,75,1,-104
1638,751.4,29.5,947.1,580.7,39,1,50.48397,6.18182,556.0,0.350,3,-8.1153,-4.7036,0.3413,0.0535,0.0374,0.0205,-72.8799,25.5730,2.0965,250,281,114,75,1,-98
1639,751.9,29.2,946.6,584.4,39,1,50.48397,6.18182,556.0,0.350,3,-8.0857,-4.7522,0.3976,0.0507,0.0393,0.0198,-73.0722,25.9165,1.2229,249,283,115,74,1,-98
1640,752.3,29.5,947.0,581.0,40,1,50.48397,6.18182,556.0,0.190,3,-8.1129,-4.7273,0.3777,0.0532,0.0407,0.0223,-73.1227,26.0081,1.7974,248,285,114,74,1,-97
1641,752.8,29.2,946.7,584.2,39,1,50.48397,6.18182,556.0,0.190,3,-8.0774,-4.7261,0.3718,0.0537,0.0403,0.0251,-73.1665,25.7568,1.5479,248,288,114,73,1,-96
1642,753.2,29.5,947.0,580.8,41,1,50.48397,6.18182,556.0,0.190,3,-8.0751,-4.7048,0.2650,0.0561,0.0406,0.0240,-73.4750,25.4193,1.9169,247,290,114,73,1,-99
1643,753.6,29.3,946.7,584.2,39,1,50.48397,6.18182,556.0,0.110,3,-8.1153,-4.6929,0.4023,0.0508,0.0404,0.0226,-73.3655,25.8428,1.8265,245,292,113,72,1,-110
1644,754.1,29.7,947.4,577.9,39,1,50.48397,6.18182,556.0,0.110,3,-8.0834,-4.7214,0.3918,0.0508,0.0385,0.0250,-72.8927,26.1415,2.3584,245,293,113,72,1,-97
1645,754.5,29.5,947.1,580.6,40,1,50.48397,6.18182,556.0,0.530,3,-8.0715,-4.7190,0.3695,0.0539,0.0389,0.0216,-73.3944,26.5000,1.0552,245,295,113,71,1,-95
1646,755.0,29.7,947.2,579.0,40,1,50.48397,6.18182,556.0,0.530,3,-8.0964,-4.7297,0.3518,0.0511,0.0385,0.0190,-73.0556,25.8272,2.3594,243,297,113,71,1,-95
1647,755.4,29.5,947.0,580.8,40,1,50.48397,6.18182,556.0,0.100,3,-8.0940,-4.7474,0.3706,0.0488,0.0417,0.0211,-72.9985,25.8171,2.1828,242,299,112,70,1,-92
1648,755.9,29.6,947.1,580.0,39,1,50.48397,6.18182,556.0,0.100,3,-8.1047,-4.7048,0.3742,0.0533,0.0383,0.0241,-73.4247,26.3234,2.4427,241,301,112,70,1,-93
1649,756.3,29.5,947.0,580.9,38,1,50.48397,6.18182,556.0,0.100,3,-8.1094,-4.7545,0.3871,0.0553,0.0400,0.0220,-73.2509,25.6900,2.7426,240,302,111,70,1,-93
1650,756.7,29.4,946.8,583.0,40,1,50.48397,6.18182,556.0,0.130,3,-8.1094,-4.7060,0.3835,0.0528,0.0372,0.0230,-73.0344,25.7928,1.2682,240,304,111,69,1,-94
1651,757.2,29.6,947.0,580.8,40,1,50.48397,6.18182,556.0,0.130,3,-8.0940,-4.7261,0.3612,0.0566,0.0382,0.0247,-73.3106,26.0984,1.4269,240,305,111,69,1,-97
1652,757.6,29.3,946.7,584.0,39,1,50.48397,6.18182,556.0,0.160,3,-8.0100,-4.6230,0.4411,0.0514,0.0395,0.0216,-73.7070,26.2687,2.2643,238,307,110,68,1,-95
1653,758.1,29.6,947.1,580.6,38,1,50.48397,6.18182,556.0,0.160,3,-8.1129,-4.7427,0.3695,0.0536,0.0423,0.0240,-73.7532,25.3458,2.5943,238,308,109,68,1,-94
1654,758.5,29.3,946.7,584.0,39,1,50.48397,6.18182,556.0,0.150,3,-8.0964,-4.7285,0.3671,0.0571,0.0403,0.0205,-73.7172,25.9853,3.0478,237,309,109,68,1,-94
1655,759.0,29.6,947.1,580.4,39,1,50.48397,6.18182,556.0,0.150,3,-8.1295,-4.7332,0.3765,0.0557,0.0420,0.0247,-73.5663,26.1794,2.0740,236,310,109,67,1,-94
1656,759.4,29.3,946.7,584.1,39,1,50.48397,6.18182,556.0,0.150,3,-8.1236,-4.7190,0.3730,0.0539,0.0395,0.0239,-73.2912,25.4939,2.6109,235,311,108,67,1,-98
1657,759.8,29.6,947.1,580.3,38,1,50.48397,6.18182,556.0,0.150,3,-8.1023,-4.7036,0.3788,0.0521,0.0404,0.0245,-73.9715,26.2558,2.2334,235,312,107,66,1,-99
1658,760.3,29.3,946.7,583.8,39,1,50.48397,6.18182,556.0,0.150,3,-7.8964,-4.6076,0.4610,0.0517,0.0416,0.0222,-73.3860,26.0380,1.5891,234,313,107,66,1,-100
1659,760.7,29.6,947.1,580.2,40,1,50.48397,6.18182,556.0,0.130,3,-8.0976,-4.7439,0.3659,0.0529,0.0385,0.0264,-73.0124,25.8303,2.1974,233,314,107,66,1,-105
1660,761.2,29.3,946.7,584.2,39,1,50.48397,6.18182,556.0,0.130,3,-8.1307,-4.7297,0.3894,0.0557,0.0395,0.0216,-73.1049,25.8449,1.2822,233,315,106,66,1,-98
1661,761.6,29.6,947.1,580.3,38,1,50.48397,6.18182,556.0,0.060,3,-8.0987,-4.7320,0.3648,0.0546,0.0418,0.0209,-73.8327,26.0510,2.7370,232,316,106,65,1,-95
1662,762.1,29.3,946.7,584.0,39,1,50.48397,6.18182,556.0,0.060,3,-8.0727,-4.7095,0.3495,0.0561,0.0425,0.0243,-73.3924,26.0878,2.5476,231,317,106,65,1,-106
1663,762.5,29.6,947.1,580.6,39,1,50.48397,6.18182,556.0,0.700,5,-8.1011,-4.7676,0.3812,0.0550,0.0397,0.0237,-73.1050,25.6395,3.0978,230,318,105,65,1,-106
1664,762.9,29.3,946.7,584.0,39,1,50.48397,6.18182,556.0,0.700,5,-8.1177,-4.7214,0.3777,0.0489,0.0406,0.0244,-73.1557,25.8635,2.4471,230,319,105,64,1,-105
1665,763.4,29.6,947.1,580.6,39,1,50.48397,6.18182,556.0,0.580,339,-8.1047,-4.7320,0.4000,0.0544,0.0407,0.0252,-73.3506,26.2970,2.8268,229,319,104,64,1,-100
1666,763.8,29.3,946.7,583.8,39,1,50.48397,6.18182,556.0,0.580,339,-8.1177,-4.7498,0.3777,0.0529,0.0410,0.0241,-73.3283,25.9098,2.5786,228,320,104,64,1,-103
1667,764.3,29.6,947.1,580.5,39,1,50.48397,6.18182,556.0,0.580,339,-8.1212,-4.7285,0.3718,0.0517,0.0418,0.0232,-73.0317,26.5661,2.3550,228,321,104,64,1,-105
1668,764.7,29.4,946.7,583.7,39,1,50.48399,6.18182,556.0,0.460,339,-8.0905,-4.7214,0.3706,0.0521,0.0397,0.0255,-73.4779,26.1395,2.5025,227,322,103,63,1,-100
1669,765.2,29.6,947.1,580.6,39,1,50.48399,6.18182,556.0,0.460,339,-8.0964,-4.7154,0.3706,0.0540,0.0423,0.0222,-73.0117,25.7416,3.0978,227,322,103,63,1,-105
1671,766.0,29.6,947.1,580.1,40,1,50.48399,6.18182,556.0,0.350,339,-8.0940,-4.7332,0.4129,0.0533,0.0381,0.0275,-72.9520,25.5680,2.3321,226,324,103,63,1,-104
1672,766.5,29.3,946.7,584.1,39,1,50.48399,6.18182,556.0,0.200,339,-8.1106,-4.7332,0.3965,0.0553,0.0388,0.0239,-73.9106,25.7147,2.4436,226,324,102,63,1,-107
1673,766.9,29.6,947.0,580.7,39,1,50.48399,6.18182,556.0,0.200,339,-8.0987,-4.7794,0.3859,0.0511,0.0417,0.0226,-73.1883,25.6164,1.5781,225,324,102,63,1,-95
1674,767.4,29.4,946.7,583.8,39,1,50.48399,6.18182,556.0,0.200,339,-8.0845,-4.7474,0.3659,0.0533,0.0421,0.0255,-73.0473,25.4973,1.7125,225,325,102,62,1,-99
1675,767.8,29.9,947.4,577.6,39,1,50.48399,6.18182,556.0,0.200,339,-8.0905,-4.7545,0.3976,0.0514,0.0403,0.0227,-72.8589,25.7141,1.9335,225,326,101,62,1,-102
1676,768.3,29.4,946.7,583.8,39,1,50.48399,6.18182,556.0,0.200,339,-8.1035,-4.7190,0.3953,0.0548,0.0438,0.0225,-72.7439,25.7225,1.4768,223,326,101,62,1,-90
1677,768.7,29.8,947.3,578.4,39,1,50.48399,6.18182,556.0,0.610,91,-8.1094,-4.7095,0.3777,0.0540,0.0432,0.0239,-72.4313,26.1294,1.1959,224,327,101,62,1,-95
1678,769.1,29.6,947.0,580.8,40,1,50.48399,6.18182,556.0,0.610,91,-8.0987,-4.7237,0.4070,0.0542,0.0372,0.0273,-72.6133,25.9648,1.6089,223,327,101,62,1,-95
1680,770.0,29.6,947.1,580.6,40,1,50.48399,6.18182,556.0,0.630,169,-8.1058,-4.7320,0.3835,0.0525,0.0406,0.0247,-73.0927,26.0383,1.6499,223,328,100,62,1,-90
1681,770.5,29.6,947.1,580.6,39,1,50.48397,6.18182,556.0,0.870,163,-8.1011,-4.7368,0.3765,0.0536,0.0410,0.0237,-73.4134,25.9905,2.3416,222,328,100,61,1,-94
1682,770.9,29.6,947.1,580.5,38,1,50.48397,6.18182,556.0,0.870,163,-8.0905,-4.7190,0.3648,0.0542,0.0382,0.0230,-73.3152,25.9562,1.8998,222,328,100,61,1,-104
1683,771.4,29.4,946.6,584.2,40,1,50.48397,6.18182,556.0,0.700,159,-8.1047,-4.7261,0.3648,0.0540,0.0372,0.0262,-73.0466,25.9797,2.5355,221,329,100,61,1,-93
1684,771.8,29.7,947.1,580.4,40,1,50.48397,6.18182,556.0,0.700,159,-8.1070,-4.7297,0.3835,0.0537,0.0381,0.0234,-73.1968,25.9464,2.1956,221,329,99,61,1,-89
1686,772.7,29.6,947.1,580.7,40,1,50.48397,6.18182,556.0,0.230,159,-8.0845,-4.7048,0.3894,0.0533,0.0397,0.0232,-73.8685,25.9971,2.1176,221,329,99,61,1,-90
1687,773.1,29.4,946.7,584.0,38,1,50.48397,6.18182,556.0,0.230,159,-8.1165,-4.7498,0.4117,0.0504,0.0360,0.0230,-73.3092,26.0089,2.4601,221,330,99,61,1,-99
1688,773.6,29.7,947.1,580.7,39,1,50.48397,6.18182,556.0,0.280,159,-8.1283,-4.7131,0.3577,0.0521,0.0375,0.0237,-73.6555,25.8832,1.9720,220,330,99,61,1,-97
1689,774.0,29.4,946.7,584.1,39,1,50.48397,6.18182,556.0,0.280,159,-8.0112,-4.6301,0.3706,0.0514,0.0416,0.0241,-73.0035,26.1003,1.3107,220,330,98,61,1,-93
1690,774.5,29.7,947.1,580.5,38,1,50.48397,6.18182,556.0,0.270,159,-8.0976,-4.7415,0.3577,0.0511,0.0404,0.0241,-73.3135,25.4273,1.9031,220,330,98,61,1,-90
1691,774.9,29.4,946.7,583.9,39,1,50.48397,6.18182,556.0,0.270,159,-8.0999,-4.7225,0.3389,0.0555,0.0411,0.0237,-73.4836,25.8522,1.5897,219,331,98,60,1,-86
1692,775.3,29.7,947.1,580.5,38,1,50.48397,6.18182,556.0,0.270,159,-8.1118,-4.7545,0.3953,0.0540,0.0389,0.0240,-73.4566,26.1049,1.4555,219,331,98,60,1,-88
1693,775.8,29.4,946.7,584.2,39,1,50.48397,6.18182,556.0,0.180,159,-8.1094,-4.7273,0.3765,0.0524,0.0416,0.0239,-73.6097,26.3821,0.3613,220,331,98,60,1,-84
1694,776.2,29.7,947.0,580.7,40,1,50.48397,6.18182,556.0,0.180,159,-8.1035,-4.7131,0.3965,0.0550,0.0403,0.0212,-72.7294,26.2945,1.3701,220,331,98,60,1,-90
1695,776.7,29.4,946.7,584.2,39,1,50.48397,6.18182,556.0,0.250,159,-8.1686,-4.7474,0.4317,0.0524,0.0379,0.0245,-73.3299,25.7506,1.2224,219,332,98,60,1,-95
1696,777.1,29.7,947.1,580.5,39,1,50.48397,6.18182,556.0,0.250,159,-8.1342,-4.7320,0.4105,0.0553,0.0413,0.0237,-72.6506,26.0734,1.7703,219,332,98,60,1,-94
1697,777.5,29.4,946.6,584.3,39,1,50.48397,6.18182,556.0,0.310,159,-8.0952,-4.7261,0.3929,0.0507,0.0361,0.0261,-73.0721,25.8430,1.9019,219,332,98,60,1,-97
1698,778.0,29.7,947.1,580.6,39,1,50.48397,6.18182,556.0,0.310,159,-8.0928,-4.7427,0.3648,0.0544,0.0418,0.0248,-73.3322,25.8844,2.1362,218,332,98,60,1,-95
1699,778.4,29.4,946.7,584.0,39,1,50.48397,6.18182,556.0,0.200,159,-8.1070,-4.7285,0.3601,0.0532,0.0414,0.0239,-73.0635,25.3514,2.7311,218,332,97,60,1,-92
1700,778.9,29.7,947.1,580.5,39,1,50.48397,6.18182,556.0,0.200,159,-8.1260,-4.7095,0.3859,0.0520,0.0420,0.0211,-73.0639,26.2158,2.4750,218,332,97,60,1,-92
1701,779.3,29.4,946.7,584.1,39,1,50.48397,6.18182,556.0,0.200,159,-7.9792,-4.5839,0.4223,0.0521,0.0390,0.0229,-73.3375,25.8162,1.8415,218,332,97,60,1,-95
