PacketNumber,Timestamp,Temperature,Pressure,AltitudePressure,Humidity,GPSFix,Latitude,Longitude,AltitudeGPS,SpeedKnots,Angle,ax,ay,az,gx,gy,gz,mx,my,mz,Magheading,yaw,roll,pitch,flightStage,RSSI
3644,1644.0,31.9,946.1,588.7,36,1,50.48400,6.18175,559.6,0.490,270,3.3232,1.0634,9.4277,0.0561,0.0410,0.0134,-8.8783,40.3719,-29.9512,115,276,-4,-20,1,-71
3645,1644.4,32.2,946.6,584.9,37,1,50.48400,6.18175,559.6,0.490,270,3.3066,0.9841,9.3314,0.0569,0.0418,0.0067,-8.1947,40.6469,-30.7307,114,276,-4,-20,1,-70
3646,1644.9,31.9,946.2,588.2,36,1,50.48400,6.18175,559.6,0.490,270,3.2699,1.0078,9.3619,0.0561,0.0444,0.0322,-8.5775,40.5263,-29.9946,114,276,-4,-20,1,-70
3647,1645.3,32.2,946.6,584.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2853,1.0172,9.3584,0.0569,0.0424,0.0325,-8.9447,40.4346,-29.3324,114,276,-4,-20,1,-70
3648,1645.8,31.9,946.2,588.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2971,1.0397,9.4077,0.0558,0.0435,0.0227,-8.8188,40.3006,-29.1539,115,276,-4,-20,1,-71
3649,1646.2,32.2,946.6,584.6,35,1,50.48400,6.18175,559.6,0.490,270,3.2699,1.0291,9.3584,0.0587,0.0393,0.0188,-8.6370,40.5387,-30.2458,115,276,-4,-20,1,-71
3650,1646.7,31.9,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2747,1.0469,9.3866,0.0583,0.0431,0.0287,-8.3144,40.2037,-29.7256,115,275,-4,-20,1,-68
3651,1647.1,32.2,946.6,584.4,37,1,50.48400,6.18175,559.6,0.490,270,3.2380,1.0421,9.3619,0.0580,0.0428,0.0205,-9.1202,40.2790,-30.3946,115,276,-4,-20,1,-68
3652,1647.5,31.9,946.1,588.8,36,1,50.48400,6.18175,559.6,0.490,270,3.3066,1.0232,9.3690,0.0568,0.0407,0.0240,-8.2789,40.6387,-30.0378,115,276,-4,-20,1,-67
3653,1648.0,32.2,946.6,584.7,35,1,50.48400,6.18175,559.6,0.490,270,3.2723,1.0125,9.3725,0.0566,0.0417,0.0273,-9.2242,40.4947,-30.0720,115,276,-4,-20,1,-67
3654,1648.4,31.9,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.3031,1.0196,9.3748,0.0584,0.0413,0.0363,-8.7866,40.7244,-29.9381,115,275,-4,-20,1,-67
3655,1648.9,32.2,946.6,584.6,35,1,50.48400,6.18175,559.6,0.490,270,3.3291,1.0386,9.3913,0.0560,0.0423,0.0247,-9.1094,40.9276,-29.3365,115,275,-4,-20,1,-64
3656,1649.3,31.9,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.3504,1.1144,9.3948,0.0565,0.0453,0.0289,-8.7711,40.7390,-29.9233,115,275,-4,-20,1,-67
3657,1649.8,32.2,946.6,584.5,36,1,50.48400,6.18175,559.6,0.490,270,3.2971,1.0682,9.3643,0.0565,0.0420,0.0128,-8.5147,40.5104,-29.1239,115,275,-4,-20,1,-67
3658,1650.2,31.9,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2900,1.0054,9.3854,0.0572,0.0420,0.0331,-8.4527,40.3933,-30.0078,115,276,-4,-20,1,-68
3659,1650.6,32.3,946.7,584.0,37,1,50.48400,6.18175,559.6,0.490,270,3.2652,1.0303,9.3960,0.0608,0.0410,0.0223,-8.8583,40.8218,-30.5439,115,276,-4,-20,1,-68
3660,1651.1,31.9,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.3102,1.0255,9.3666,0.0583,0.0411,0.0071,-9.1613,40.2886,-29.9966,115,276,-4,-20,1,-68
3661,1651.5,32.2,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.3173,1.0101,9.3842,0.0569,0.0395,0.0179,-9.1130,40.7262,-30.6481,114,276,-4,-20,1,-67
3662,1652.0,31.9,946.1,588.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2534,1.0362,9.3748,0.0561,0.0411,0.0237,-8.9811,40.4402,-30.6013,116,276,-4,-20,1,-68
3663,1652.4,32.2,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2510,1.0172,9.3537,0.0550,0.0407,0.0088,-9.3361,40.3371,-30.2635,115,276,-3,-20,1,-67
3664,1652.8,32.0,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.3386,0.9852,9.3889,0.0582,0.0469,0.0215,-9.1084,40.4434,-29.8497,115,276,-4,-20,1,-68
3665,1653.3,32.5,947.0,581.5,35,1,50.48400,6.18175,559.6,0.490,270,3.3007,1.0421,9.3690,0.0586,0.0425,0.0191,-9.0366,41.2982,-30.2086,115,276,-3,-20,1,-68
3666,1653.7,32.0,946.2,588.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2877,1.0421,9.3690,0.0557,0.0425,0.0188,-9.0314,40.5169,-29.8645,115,276,-3,-20,1,-68
3667,1654.2,32.4,946.8,583.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2877,1.0457,9.3572,0.0595,0.0410,0.0279,-8.8823,40.8884,-30.2347,115,276,-4,-20,1,-68
3668,1654.6,32.2,946.6,584.6,35,1,50.48400,6.18175,559.6,0.490,270,3.2806,1.0694,9.3502,0.0569,0.0456,0.0318,-8.9555,40.3573,-30.4974,115,276,-4,-20,1,-68
3669,1655.1,32.3,946.7,583.5,36,1,50.48400,6.18175,559.6,0.490,270,3.3042,0.9793,9.3349,0.0569,0.0432,0.0360,-8.1748,40.9061,-29.6553,114,276,-4,-20,1,-70
3670,1655.5,32.2,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2463,1.0255,9.3514,0.0579,0.0418,0.0287,-8.8017,40.1822,-30.1856,114,276,-4,-20,1,-68
3671,1655.9,32.2,946.6,584.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2474,1.0658,9.3748,0.0579,0.0425,-0.0025,-8.6060,39.9821,-30.0062,115,275,-3,-20,1,-71
3672,1656.4,32.3,946.6,584.3,36,1,50.48400,6.18175,559.6,0.490,270,3.2829,1.0623,9.3795,0.0584,0.0438,0.0427,-8.7682,40.2236,-29.8464,114,276,-4,-20,1,-73
3673,1656.8,31.9,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.2273,1.0338,9.3760,0.0584,0.0418,0.0333,-9.1881,40.4020,-30.5875,115,275,-4,-20,1,-70
3674,1657.3,32.3,946.6,584.6,35,1,50.48400,6.18175,559.6,0.490,270,3.3125,1.0883,9.3784,0.0558,0.0371,0.0314,-8.6392,40.4234,-29.5961,115,276,-4,-20,1,-68
3675,1657.7,31.9,946.1,588.7,34,1,50.48400,6.18175,559.6,0.490,270,3.2912,1.0682,9.3525,0.0566,0.0424,-0.0008,-8.7890,40.9903,-30.2053,115,275,-4,-20,1,-67
3676,1658.2,32.3,946.6,584.5,36,1,50.48400,6.18175,559.6,0.490,270,3.2309,1.0291,9.3936,0.0582,0.0416,0.0361,-9.1025,40.6285,-30.4999,114,275,-4,-20,1,-68
3677,1658.6,31.9,946.1,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2711,1.0753,9.3842,0.0565,0.0456,0.0227,-9.3334,41.2133,-30.1066,115,275,-4,-20,1,-68
3678,1659.1,32.2,946.6,584.3,36,1,50.48400,6.18175,559.6,0.490,270,3.2581,1.0587,9.3795,0.0593,0.0396,0.0463,-8.9002,40.8028,-30.0277,115,276,-4,-20,1,-68
3679,1659.5,32.0,946.2,588.4,36,1,50.48400,6.18175,559.6,0.490,270,3.3149,1.0717,9.3784,0.0550,0.0403,0.0162,-9.1492,40.7603,-29.6307,115,275,-4,-20,1,-68
3680,1660.0,32.2,946.6,584.4,35,1,50.48400,6.18175,559.6,0.490,270,3.2616,1.0125,9.3784,0.0569,0.0431,0.0289,-9.5887,40.7226,-29.2938,116,275,-4,-20,1,-67
3681,1660.4,32.0,946.2,588.2,36,1,50.48400,6.18175,559.6,0.490,270,3.3054,1.0646,9.3584,0.0572,0.0416,0.0043,-8.9250,40.3870,-30.5564,115,275,-3,-20,1,-67
3682,1660.8,32.3,946.6,584.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2498,1.0232,9.3866,0.0540,0.0414,0.0211,-8.6849,40.4817,-30.4228,115,275,-4,-20,1,-68
3683,1661.3,32.0,946.2,588.2,36,1,50.48400,6.18175,559.6,0.490,270,3.2960,1.0137,9.3666,0.0583,0.0452,0.0229,-8.7721,40.9889,-29.8216,115,275,-4,-20,1,-68
3684,1661.7,32.3,946.7,584.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2735,1.0232,9.3502,0.0579,0.0432,0.0252,-8.8676,41.1819,-30.3249,115,275,-4,-20,1,-68
3685,1662.2,32.0,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2735,0.9627,9.3842,0.0611,0.0406,0.0307,-8.9354,40.6897,-30.0273,115,276,-3,-20,1,-70
3686,1662.6,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2782,1.0243,9.3807,0.0587,0.0441,0.0146,-9.2657,40.7829,-29.7200,115,275,-3,-20,1,-68
3687,1663.1,31.9,946.1,589.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2676,1.0350,9.3631,0.0606,0.0385,0.0271,-9.3851,40.4860,-29.9549,116,276,-3,-20,1,-68
3688,1663.5,32.2,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2971,1.0196,9.3760,0.0600,0.0420,0.0255,-8.6487,40.5056,-29.4491,115,276,-4,-20,1,-70
3689,1663.9,31.9,946.1,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2829,1.0160,9.4054,0.0553,0.0414,0.0340,-8.7581,40.6679,-29.5688,115,276,-4,-20,1,-70
3690,1664.4,32.2,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2747,1.0374,9.3502,0.0565,0.0418,0.0250,-8.9644,40.6584,-29.6880,115,276,-4,-20,1,-71
3691,1664.8,31.9,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2865,1.0267,9.3561,0.0597,0.0414,0.0278,-9.3273,40.4164,-29.4673,114,276,-4,-20,1,-72
3692,1665.3,32.5,947.0,581.4,35,1,50.48400,6.18175,559.6,0.490,270,3.2770,1.0397,9.3807,0.0560,0.0417,0.0243,-9.0178,40.2405,-30.0840,115,276,-4,-20,1,-73
3693,1665.7,32.0,946.2,588.4,36,1,50.48400,6.18175,559.6,0.490,270,3.3752,1.1203,9.3854,0.0591,0.0396,0.0363,-9.0344,40.5346,-30.5284,115,276,-4,-20,1,-72
3694,1666.2,32.4,946.8,582.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2841,1.0611,9.3631,0.0586,0.0397,0.0174,-9.1140,40.1121,-30.3640,116,275,-3,-20,1,-72
3695,1666.6,32.3,946.6,584.4,36,1,50.48400,6.18175,559.6,0.490,270,3.2581,1.0421,9.3514,0.0575,0.0400,0.0261,-8.9272,40.8869,-30.3677,115,276,-4,-20,1,-73
3696,1667.0,32.3,946.7,583.8,37,1,50.48400,6.18175,559.6,0.490,270,3.3208,1.0066,9.3631,0.0539,0.0446,0.0279,-9.0125,40.3673,-30.3060,115,276,-4,-20,1,-74
3697,1667.5,32.3,946.6,584.4,35,1,50.48400,6.18175,559.6,0.490,270,3.2593,1.0113,9.3772,0.0594,0.0413,0.0343,-8.9941,40.3203,-29.2435,115,275,-4,-20,1,-75
3698,1667.9,32.2,946.5,585.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2723,0.9947,9.4112,0.0569,0.0425,0.0252,-9.1440,40.2721,-29.4064,116,275,-3,-20,1,-75
3699,1668.4,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.5681,1.0006,9.5145,0.0525,0.0431,0.0220,-8.8820,40.8147,-29.5262,115,275,-3,-20,1,-75
3700,1668.8,31.9,946.1,589.2,35,1,50.48400,6.18175,559.6,0.490,270,3.2829,0.9781,9.4018,0.0611,0.0431,0.0325,-9.1019,40.5985,-30.1309,115,275,-3,-20,1,-75
3701,1669.3,32.2,946.6,585.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2758,1.0078,9.3889,0.0572,0.0432,0.0265,-8.8382,41.1687,-30.1919,115,276,-3,-20,1,-75
3702,1669.7,31.9,946.1,588.9,36,1,50.48400,6.18175,559.6,0.490,270,3.3113,1.0113,9.3690,0.0576,0.0416,0.0293,-9.1863,41.1469,-29.4120,115,276,-4,-20,1,-75
3703,1670.1,32.2,946.6,585.0,35,1,50.48400,6.18175,559.6,0.490,270,3.2912,0.9580,9.3690,0.0591,0.0399,0.0264,-9.0071,40.6989,-29.8360,115,276,-4,-20,1,-74
3704,1670.6,31.9,946.1,588.7,35,1,50.48400,6.18175,559.6,0.490,270,3.3007,1.0291,9.4112,0.0600,0.0410,0.0268,-9.2240,40.2750,-30.5869,116,276,-4,-20,1,-73
3705,1671.0,32.2,946.6,584.7,37,1,50.48400,6.18175,559.6,0.490,270,3.3054,0.9912,9.3878,0.0587,0.0409,0.0262,-8.8184,40.4470,-30.3938,115,276,-3,-20,1,-74
3706,1671.5,32.0,946.1,588.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2676,0.9900,9.4042,0.0579,0.0414,0.0087,-8.7522,40.4866,-29.4496,115,276,-4,-20,1,-75
3707,1671.9,32.2,946.6,584.7,37,1,50.48400,6.18175,559.6,0.490,270,3.2865,1.0172,9.3478,0.0590,0.0435,0.0112,-8.5473,40.2340,-29.7419,115,276,-4,-20,1,-77
3708,1672.4,31.9,946.1,588.7,36,1,50.48400,6.18175,559.6,0.490,270,3.3125,0.9912,9.3737,0.0572,0.0414,0.0134,-8.8267,40.5721,-30.4242,115,276,-4,-20,1,-77
3709,1672.8,32.2,946.6,584.9,35,1,50.48400,6.18175,559.6,0.490,270,3.2865,0.9971,9.3842,0.0566,0.0441,0.0198,-9.0218,40.9030,-29.1588,115,276,-4,-20,1,-76
3710,1673.2,31.9,946.1,588.9,36,1,50.48400,6.18175,559.6,0.490,270,3.3149,1.0232,9.3748,0.0595,0.0392,0.0179,-8.4894,40.4572,-29.3446,115,276,-3,-20,1,-75
3711,1673.7,32.2,946.6,584.8,37,1,50.48400,6.18175,559.6,0.490,270,3.2344,1.0149,9.3995,0.0575,0.0418,0.0060,-9.2461,40.0320,-29.6858,115,276,-3,-20,1,-72
3712,1674.1,31.9,946.1,589.2,36,1,50.48400,6.18175,559.6,0.490,270,3.3090,1.0279,9.3725,0.0583,0.0423,0.0031,-8.9740,41.0630,-29.9265,116,276,-3,-20,1,-70
3713,1674.6,32.2,946.5,585.2,36,1,50.48400,6.18175,559.6,0.490,270,3.3125,0.9935,9.3561,0.0572,0.0414,0.0138,-9.1652,40.2631,-30.4390,115,276,-4,-20,1,-68
3714,1675.0,31.9,946.1,588.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2818,1.0018,9.3854,0.0586,0.0444,0.0248,-8.9827,40.3390,-29.9664,115,276,-4,-20,1,-70
3715,1675.5,32.2,946.6,584.8,35,1,50.48400,6.18175,559.6,0.490,270,3.3173,1.0267,9.3079,0.0597,0.0424,0.0250,-8.5001,40.6140,-30.0685,114,276,-4,-20,1,-68
3716,1675.9,31.9,946.1,589.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2155,0.9995,9.3701,0.0586,0.0413,0.0225,-8.4785,41.0036,-29.8495,114,276,-4,-20,1,-68
3717,1676.3,32.2,946.6,585.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2900,1.0042,9.3584,0.0565,0.0438,0.0163,-8.5651,40.7194,-29.5975,115,276,-3,-20,1,-68
3718,1676.8,32.0,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.2735,1.0243,9.3690,0.0594,0.0428,0.0259,-8.8763,40.6775,-29.8203,115,276,-4,-20,1,-68
3719,1677.2,32.2,946.6,585.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2936,1.0172,9.3866,0.0560,0.0449,0.0294,-8.9734,40.7989,-29.9839,115,276,-4,-20,1,-70
3720,1677.7,31.9,946.1,589.2,36,1,50.48400,6.18175,559.6,0.490,270,3.3173,1.0101,9.3995,0.0591,0.0435,0.0353,-8.9438,40.7560,-29.5409,115,276,-4,-20,1,-70
3721,1678.1,32.3,946.6,585.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2699,1.0516,9.3631,0.0579,0.0421,0.0296,-8.5813,40.0757,-29.1363,115,275,-3,-20,1,-68
3722,1678.6,31.9,946.1,588.9,36,1,50.48400,6.18175,559.6,0.490,270,3.2534,1.0255,9.3901,0.0562,0.0427,0.0291,-9.1065,40.5443,-30.4256,115,275,-3,-20,1,-68
3723,1679.0,32.5,946.9,582.2,35,1,50.48400,6.18175,559.6,0.490,270,3.2971,1.0220,9.3455,0.0571,0.0409,0.0223,-9.1391,40.4286,-29.9531,116,275,-3,-20,1,-70
3724,1679.4,32.0,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2297,0.9461,9.3338,0.0606,0.0406,0.0291,-8.6422,41.0564,-30.7506,115,275,-3,-20,1,-70
3725,1679.9,32.4,946.8,583.1,35,1,50.48400,6.18175,559.6,0.490,270,3.2936,0.9983,9.3842,0.0569,0.0407,0.0232,-9.0092,40.6277,-29.5700,115,275,-3,-20,1,-68
3726,1680.3,32.2,946.6,584.9,36,1,50.48400,6.18175,559.6,0.490,270,3.2463,0.9935,9.3901,0.0575,0.0393,0.0227,-8.5996,40.6350,-29.7299,115,276,-3,-20,1,-68
3727,1680.8,32.3,946.7,584.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2794,1.0054,9.3842,0.0565,0.0430,0.0275,-9.2917,40.1194,-30.7486,115,276,-3,-20,1,-70
3728,1681.2,32.2,946.6,584.9,35,1,50.48400,6.18175,559.6,0.490,270,3.2687,0.9864,9.3819,0.0575,0.0432,0.0234,-9.2527,40.4189,-29.2604,115,276,-3,-20,1,-70
3729,1681.7,32.2,946.5,585.2,35,1,50.48400,6.18175,559.6,0.490,270,3.2936,1.0101,9.4054,0.0553,0.0386,0.0268,-9.0473,40.1804,-29.5822,115,276,-3,-20,1,-68
3730,1682.1,32.3,946.6,584.9,36,1,50.48400,6.18175,559.6,0.490,270,3.2605,1.0054,9.3584,0.0560,0.0427,0.0202,-8.9848,40.4873,-29.1560,115,276,-3,-20,1,-68
3731,1682.5,31.9,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2924,1.0149,9.3948,0.0594,0.0409,0.0146,-8.9441,40.7856,-29.8509,115,276,-3,-20,1,-68
3732,1683.0,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2889,1.0066,9.3514,0.0588,0.0410,0.0158,-8.5386,40.8698,-28.9049,114,276,-3,-20,1,-68
3733,1683.4,31.9,946.1,588.9,35,1,50.48400,6.18175,559.6,0.490,270,3.2557,0.9651,9.3913,0.0579,0.0397,0.0215,-8.8506,40.9168,-30.0724,115,276,-3,-20,1,-70
3734,1683.9,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2924,0.9841,9.3842,0.0577,0.0420,0.0233,-9.1052,40.1767,-29.4351,114,276,-3,-20,1,-70
3735,1684.3,31.9,946.1,588.9,37,1,50.48400,6.18175,559.6,0.490,270,3.2912,1.0078,9.3831,0.0568,0.0393,0.0166,-8.4876,40.8070,-29.6418,115,276,-3,-20,1,-68
3736,1684.7,32.2,946.6,584.9,35,1,50.48400,6.18175,559.6,0.490,270,3.2250,0.8881,9.3208,0.0597,0.0445,0.0225,-8.2752,40.3714,-29.5199,114,276,-3,-20,1,-67
3737,1685.2,32.0,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2983,1.0018,9.3467,0.0555,0.0413,0.0234,-8.9043,40.4405,-29.9960,115,276,-3,-20,1,-68
3738,1685.6,32.2,946.6,585.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2889,0.9947,9.4089,0.0560,0.0423,0.0303,-8.8996,40.5239,-29.9375,115,276,-3,-20,1,-68
3739,1686.1,32.0,946.1,588.9,36,1,50.48400,6.18175,559.6,0.490,270,3.2628,1.0078,9.4277,0.0616,0.0411,0.0297,-9.2112,40.1601,-29.8781,115,276,-3,-20,1,-68
3740,1686.5,32.3,946.6,584.7,35,1,50.48400,6.18175,559.6,0.490,270,3.2841,1.0267,9.3713,0.0584,0.0388,0.0286,-9.3257,40.5176,-30.0875,115,276,-3,-20,1,-68
3741,1687.0,32.0,946.2,588.5,36,1,50.48400,6.18175,559.6,0.490,270,3.3173,1.0196,9.4007,0.0609,0.0451,0.0287,-8.7960,40.2352,-29.6844,115,275,-3,-20,1,-68
3742,1687.4,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.3102,0.9900,9.3678,0.0566,0.0421,0.0324,-8.7359,40.5151,-29.4202,114,276,-3,-20,1,-70
3743,1687.8,32.0,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2735,0.9758,9.4007,0.0582,0.0427,0.0195,-8.8966,40.6530,-30.5726,115,276,-3,-20,1,-70
3744,1688.3,32.3,946.6,584.9,35,1,50.48400,6.18175,559.6,0.490,270,3.3433,1.0149,9.3866,0.0562,0.0418,0.0324,-9.0426,40.2492,-29.3909,115,276,-4,-20,1,-68
3745,1688.7,31.9,946.1,588.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2806,0.9888,9.3948,0.0605,0.0418,0.0276,-9.2019,40.0634,-29.9217,114,276,-3,-20,1,-67
3746,1689.2,32.3,946.6,584.8,35,1,50.48400,6.18175,559.6,0.490,270,3.2971,1.0504,9.3737,0.0598,0.0420,0.0272,-9.1332,40.6136,-30.6032,115,276,-3,-20,1,-67
3747,1689.6,32.0,946.2,588.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2770,1.0255,9.3678,0.0577,0.0410,0.0271,-9.0285,40.8657,-29.9699,115,276,-4,-20,1,-68
3748,1690.1,32.2,946.6,584.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2853,1.0232,9.3678,0.0584,0.0452,0.0220,-9.4697,39.9657,-29.7604,115,276,-4,-20,1,-68
3749,1690.5,32.0,946.1,588.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2806,1.0089,9.3866,0.0561,0.0435,0.0293,-8.8571,40.7618,-29.8060,115,276,-4,-20,1,-68
3750,1690.9,32.3,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2747,1.0243,9.3572,0.0528,0.0414,0.0278,-8.9234,40.3708,-30.1432,115,276,-4,-20,1,-68
3751,1691.4,32.0,946.2,588.3,36,1,50.48400,6.18175,559.6,0.490,270,3.2723,1.0338,9.3748,0.0604,0.0430,0.0166,-8.3839,40.7085,-28.5785,114,276,-4,-20,1,-71
3752,1691.8,32.3,946.6,584.4,35,1,50.48400,6.18175,559.6,0.490,270,3.3042,1.0232,9.3713,0.0551,0.0427,0.0194,-8.7499,40.0452,-30.1254,114,276,-4,-20,1,-71
3753,1692.3,32.0,946.2,588.3,36,1,50.48400,6.18175,559.6,0.490,270,3.2723,1.0646,9.3432,0.0543,0.0438,0.0204,-8.5610,40.5399,-29.8029,115,276,-4,-20,1,-70
3754,1692.7,32.5,947.0,581.4,36,1,50.48400,6.18175,559.6,0.490,270,3.3066,1.0267,9.3737,0.0557,0.0420,0.0131,-8.9173,40.2186,-30.2455,115,276,-4,-20,1,-71
3755,1693.2,31.9,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2522,1.0243,9.3572,0.0572,0.0427,0.0089,-8.5897,40.8747,-30.1739,115,276,-4,-20,1,-72
3756,1693.6,32.4,946.8,582.8,37,1,50.48400,6.18175,559.6,0.490,270,3.2735,1.0172,9.3655,0.0560,0.0428,0.0236,-8.7885,40.6675,-29.7460,114,276,-4,-20,1,-70
3757,1694.0,32.3,946.6,584.7,36,1,50.48400,6.18175,559.6,0.490,270,3.2545,1.0149,9.3878,0.0597,0.0414,0.0276,-8.7860,40.7238,-29.8348,115,276,-4,-20,1,-67
3758,1694.5,32.3,946.7,584.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2605,1.0338,9.3878,0.0564,0.0423,0.0286,-9.3515,40.8055,-29.5584,116,276,-3,-20,1,-70
3759,1694.9,32.3,946.6,584.6,36,1,50.48400,6.18175,559.6,0.490,270,3.2948,1.0303,9.3478,0.0593,0.0399,0.0192,-8.5074,40.3717,-29.1525,115,276,-3,-20,1,-74
3760,1695.4,32.2,946.5,585.2,36,1,50.48400,6.18175,559.6,0.490,270,3.2806,1.0374,9.3831,0.0594,0.0428,0.0244,-8.5417,40.9904,-30.5136,115,276,-4,-20,1,-78
3761,1695.8,32.2,946.6,584.8,37,1,50.48400,6.18175,559.6,0.490,270,3.2415,1.0054,9.3115,0.0561,0.0416,0.0181,-9.0447,40.5736,-30.1452,115,276,-3,-20,1,-79
3762,1696.3,32.0,946.1,588.7,35,1,50.48400,6.18175,559.6,0.490,270,3.3149,1.0504,9.3608,0.0583,0.0383,0.0254,-8.9874,40.5926,-30.5285,115,276,-4,-20,1,-74
3763,1696.7,32.2,946.6,584.9,36,1,50.48400,6.18175,559.6,0.490,270,3.2486,1.0149,9.4042,0.0598,0.0428,0.0283,-8.8365,40.3323,-29.9655,115,276,-3,-20,1,-72
3764,1697.1,32.0,946.1,589.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2889,1.0113,9.3831,0.0553,0.0424,0.0290,-9.0773,40.8096,-30.3091,115,275,-3,-20,1,-71
3765,1697.6,32.3,946.6,584.8,35,1,50.48400,6.18175,559.6,0.490,270,3.3232,1.0314,9.4007,0.0572,0.0441,0.0240,-8.9105,40.3145,-29.9363,116,275,-3,-20,1,-71
3766,1698.0,32.0,946.1,588.8,35,1,50.48400,6.18175,559.6,0.490,270,3.2723,1.0255,9.3901,0.0588,0.0423,0.0276,-8.6451,40.9272,-30.1008,115,275,-3,-20,1,-72
3767,1698.5,32.3,946.6,584.8,36,1,50.48400,6.18175,559.6,0.490,270,3.3409,1.0931,9.4277,0.0580,0.0413,0.0308,-9.3006,40.3471,-29.2897,115,276,-3,-20,1,-73
3768,1698.9,31.9,946.1,589.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2782,1.0149,9.3561,0.0576,0.0410,0.0390,-8.7099,40.5786,-30.5415,115,275,-3,-20,1,-72
3769,1699.4,32.3,946.6,584.8,35,1,50.48400,6.18175,559.6,0.490,270,3.2983,1.0267,9.3772,0.0584,0.0410,0.0156,-9.5627,40.5080,-30.4576,115,275,-3,-20,1,-71
3770,1699.8,31.9,946.1,589.1,36,1,50.48400,6.18175,559.6,0.490,270,3.2758,1.0078,9.3772,0.0588,0.0413,0.0388,-9.2036,40.8705,-29.8972,116,276,-4,-20,1,-73
3771,1700.2,32.3,946.6,585.0,36,1,50.48400,6.18175,559.6,0.490,270,3.2451,1.0326,9.3549,0.0561,0.0432,0.0172,-8.6843,41.2277,-29.4538,115,275,-3,-20,1,-73
3772,1700.7,32.0,946.1,588.8,36,1,50.48400,6.18175,559.6,0.490,270,3.2794,1.0101,9.3936,0.0557,0.0410,0.0170,-8.9066,40.9111,-29.5712,115,276,-3,-20,1,-72
3773,1701.1,32.2,946.6,585.0,36,1,50.48400,6.18175,559.6,0.490,270,3.3054,1.0741,9.3502,0.0600,0.0407,0.0474,-9.0657,40.3589,-29.3179,116,276,-4,-20,1,-73
